,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country,duration_in_minutes,puplished_day,published_in_weekend
2433,pyP0VkvdFEE,2018-01-04,2018-01-03,113384,2300,54,0,True,False,Entertainment,KR,9,Wednesday,False
2434,qSMI4xmlzJQ,2018-01-04,2018-01-03,3128,255,10,212,False,False,Howto & Style,DE,3,Wednesday,False
2435,r72jr7l9yZI,2018-01-04,2018-01-03,38715,4724,35,1013,False,False,Entertainment,CA,12,Wednesday,False
2436,2sTiomRu41A,2018-01-05,2018-01-03,154958,7440,354,1060,False,False,News & Politics,IN,16,Wednesday,False
2438,KdBNozppWX8,2018-01-04,2018-01-03,127391,9026,183,759,False,False,Entertainment,MX,2,Wednesday,False
2439,hTkgq0YsdJM,2018-01-05,2018-01-03,231214,11651,1030,4082,False,False,Science & Technology,MX,16,Wednesday,False
2440,ZLoN7Sb5aSA,2018-01-03,2018-01-03,2213,307,10,18,False,False,Howto & Style,RU,54,Wednesday,False
2441,9t6EDSRc96g,2018-01-04,2018-01-03,408162,14207,72,923,False,False,Sports,CA,2,Wednesday,False
2443,iT0oyrQVxyY,2018-01-04,2018-01-03,50580,314,35,27,False,False,Entertainment,DE,81,Wednesday,False
2444,CzNkCoBS0VI,2018-01-04,2018-01-03,72410,8744,68,690,False,False,People & Blogs,RU,7,Wednesday,False
2445,SFXAxeXh8q0,2018-01-04,2018-01-03,28542,4137,78,533,False,False,Sports,FR,17,Wednesday,False
2446,0sCPuyf8cN0,2018-01-05,2018-01-03,389573,9134,728,1599,False,False,Howto & Style,FR,11,Wednesday,False
2447,VHdhIO-A7QA,2018-01-06,2018-01-03,288453,2774,350,942,False,False,Comedy,KR,5,Wednesday,False
2448,qbfv7fehp0c,2018-01-04,2018-01-03,419831,29782,957,4858,False,False,Comedy,RU,14,Wednesday,False
2449,P1L2rFr5n4k,2018-01-05,2018-01-03,74577,680,232,798,False,False,News & Politics,CA,13,Wednesday,False
2450,gKiHH9w7DR0,2018-01-05,2018-01-03,112616,168,94,63,False,False,Entertainment,IN,2,Wednesday,False
2451,_QSD_PrHCwg,2018-01-05,2018-01-03,157781,9119,202,674,False,False,Film & Animation,MX,8,Wednesday,False
2453,8DOTEzIswTc,2018-01-03,2018-01-03,24253,2733,35,160,False,False,Howto & Style,MX,6,Wednesday,False
2454,mZF9mmPNqYk,2018-01-05,2018-01-03,37839,2427,35,301,False,False,News & Politics,KR,61,Wednesday,False
2455,kB8tVbTnkFo,2018-01-05,2018-01-03,52006,526,15,90,False,False,People & Blogs,KR,1,Wednesday,False
2456,voaLwHv9Qis,2018-01-05,2018-01-04,252295,16400,216,7498,False,False,Gaming,CA,13,Thursday,False
2457,cy4tpVsdfmA,2018-01-05,2018-01-04,11085,878,24,45,False,False,People & Blogs,RU,7,Thursday,False
2458,06d8bmadhVA,2018-01-06,2018-01-04,95594,7276,345,1992,False,False,Science & Technology,DE,11,Thursday,False
2459,PZIMinTP2e4,2018-01-09,2018-01-04,1433418,7473,1547,978,False,False,News & Politics,IN,5,Thursday,False
2460,l2sJ-Hqflpk,2018-01-06,2018-01-04,45310,2998,346,1051,False,False,Entertainment,DE,5,Thursday,False
2461,TcOLTpY5XyY,2018-01-05,2018-01-04,5289,562,8,90,False,False,Travel & Events,RU,24,Thursday,False
2462,TAm_72eXRbo,2018-01-05,2018-01-04,2527,412,1,79,False,False,Entertainment,DE,11,Thursday,False
2463,uj2ieUZRvtg,2018-01-05,2018-01-04,3619,371,10,36,False,False,People & Blogs,FR,10,Thursday,False
2464,sbB76FFFaRI,2018-01-05,2018-01-04,1013894,68110,752,15359,False,False,Gaming,MX,15,Thursday,False
2465,3a1EMv7UFHg,2018-01-07,2018-01-04,207907,5795,1783,768,False,False,Entertainment,DE,9,Thursday,False
2466,lR_cjLZofBw,2018-01-09,2018-01-04,592399,7599,88,654,False,False,Film & Animation,KR,5,Thursday,False
2467,kfvOlRv0UVE,2018-01-05,2018-01-04,37436,5642,48,698,False,False,Howto & Style,MX,16,Thursday,False
2468,fuPCIweVFMM,2018-01-05,2018-01-04,143460,2038,81,1132,False,False,News & Politics,DE,12,Thursday,False
2469,x5sbmivMA8I,2018-01-06,2018-01-04,121233,5515,190,728,False,False,News & Politics,IN,16,Thursday,False
2470,tPx9ZOmckCc,2018-01-06,2018-01-04,356369,7014,163,273,False,False,Entertainment,FR,4,Thursday,False
2471,sYmTyrL6DIg,2018-01-05,2018-01-04,2728,300,7,4,False,False,Howto & Style,MX,1,Thursday,False
2472,sad3nPxXbDI,2018-01-05,2018-01-04,267373,7094,298,1970,False,False,News & Politics,DE,12,Thursday,False
2473,sfIZYEX6na4,2018-01-05,2018-01-04,513092,18233,263,1097,False,False,Autos & Vehicles,DE,23,Thursday,False
2474,IJKN59AzsVo,2018-01-05,2018-01-04,802534,30697,964,4903,False,False,Howto & Style,RU,10,Thursday,False
2475,vq5OEwNHWss,2018-01-06,2018-01-04,46041,1902,17,253,False,False,News & Politics,KR,21,Thursday,False
2476,NIHkn_caRe0,2018-01-05,2018-01-04,10770,632,22,115,False,False,Entertainment,DE,12,Thursday,False
2477,MnElHYGgegc,2018-01-05,2018-01-04,40592,580,40,69,False,False,People & Blogs,KR,66,Thursday,False
2478,UD5_6PijP4k,2018-01-05,2018-01-04,31290,520,1,76,False,False,Entertainment,DE,9,Thursday,False
2479,L91z8r2XJPs,2018-01-05,2018-01-04,26341,1192,31,52,False,False,People & Blogs,RU,24,Thursday,False
2480,4lpv6kYJ-HM,2018-01-05,2018-01-04,268443,30120,1181,3249,False,False,Entertainment,MX,18,Thursday,False
2481,KcpfR1QeaeI,2018-01-05,2018-01-04,37196,1535,26,293,False,False,Autos & Vehicles,FR,19,Thursday,False
2482,ztnqRj2Fmwo,2018-01-05,2018-01-04,781992,42677,522,1787,False,False,Sports,MX,4,Thursday,False
2483,4tjcyI7ThoA,2018-01-05,2018-01-04,33414,201,18,29,False,False,People & Blogs,MX,22,Thursday,False
2484,ZFxleQdDmB8,2018-01-05,2018-01-04,3477,181,5,61,False,False,Autos & Vehicles,DE,11,Thursday,False
2485,ddhvRmTwueA,2018-01-04,2018-01-04,4156,779,6,15,False,False,Entertainment,MX,59,Thursday,False
2486,pGMOj58Bpt4,2018-01-04,2018-01-04,25224,2936,177,1129,False,False,Travel & Events,CA,8,Thursday,False
2487,olAVJwBavZI,2018-01-07,2018-01-04,26034,87,8,1,False,False,Entertainment,RU,1,Thursday,False
2488,dq5gKycTs_Y,2018-01-05,2018-01-04,811391,42281,557,5235,False,False,Howto & Style,CA,14,Thursday,False
2489,sWy8L1f-BmM,2018-01-05,2018-01-04,1681,4,0,0,False,False,News & Politics,FR,2,Thursday,False
2490,272qtYHyylk,2018-01-09,2018-01-04,1286392,58513,1174,5366,False,False,Comedy,US,1,Thursday,False
2491,IjLdwhY6fyg,2018-01-05,2018-01-04,53844,3965,66,1675,False,False,Sports,FR,12,Thursday,False
2492,JpoTzh81Tek,2018-01-05,2018-01-04,598848,13930,409,624,False,False,Entertainment,CA,1,Thursday,False
2493,kD0S2xKtVEE,2018-01-05,2018-01-04,4959,63,6,19,False,False,News & Politics,FR,3,Thursday,False
2494,1ZROySf_wVE,2018-01-08,2018-01-04,85015,2691,82,835,False,False,Film & Animation,KR,29,Thursday,False
2495,Oy4PQvke7Rc,2018-01-05,2018-01-04,127341,2483,210,411,False,False,Comedy,RU,162,Thursday,False
2496,kQLeDpxVPuY,2018-01-05,2018-01-04,36793,0,0,20,False,True,Film & Animation,RU,46,Thursday,False
2497,_mqc9kXzCjk,2018-01-07,2018-01-04,119132,629,28,616,False,False,Sports,KR,7,Thursday,False
2498,vKuy3NdLhlE,2018-01-09,2018-01-04,59596,1140,9,95,False,False,Film & Animation,US,32,Thursday,False
2500,wc9034TQvVc,2018-01-05,2018-01-04,164112,1226,83,208,False,False,Entertainment,CA,54,Thursday,False
2501,DaPu_fEG1C0,2018-01-06,2018-01-04,35945,1507,29,164,False,False,Film & Animation,DE,28,Thursday,False
2502,AzcfqrNdSBE,2018-01-05,2018-01-04,30870,2906,24,154,False,False,Howto & Style,FR,2,Thursday,False
2503,igWi6ZmIIkE,2018-01-05,2018-01-05,8157,2602,8,292,False,False,Entertainment,MX,5,Friday,False
2504,vy-mTJPvUQ0,2018-01-07,2018-01-05,14695,1583,14,103,False,False,Howto & Style,DE,6,Friday,False
2505,8otf8RucCAs,2018-01-09,2018-01-05,544314,9475,287,319,False,False,Film & Animation,IN,1,Friday,False
2506,zbZZLML7Wc8,2018-01-06,2018-01-05,87203,254,37,179,False,False,Entertainment,CA,45,Friday,False
2507,OZBviuO6whs,2018-01-09,2018-01-05,565802,80093,1608,73356,False,False,Science & Technology,IN,8,Friday,False
2508,QnWvt8W4mGQ,2018-01-08,2018-01-05,79307,4746,92,1101,False,False,Science & Technology,IN,3,Friday,False
2509,S8gb693GCVY,2018-01-06,2018-01-05,17450,1075,21,171,False,False,Howto & Style,MX,3,Friday,False
2510,MUJifsg-PVE,2018-01-08,2018-01-05,162656,8264,433,1341,False,False,News & Politics,IN,12,Friday,False
2511,ZhtQAeRH8XE,2018-01-09,2018-01-05,70551,2668,154,494,False,False,Film & Animation,US,14,Friday,False
2512,v90NIikKZPA,2018-01-06,2018-01-05,22877,1074,20,176,False,False,Education,IN,5,Friday,False
2513,Rg-II_AAWqE,2018-01-05,2018-01-05,467236,4419,222,1409,False,False,Sports,MX,10,Friday,False
2514,W8WqGGi3Zww,2018-01-07,2018-01-05,24628,161,21,78,False,False,People & Blogs,FR,39,Friday,False
2515,6yAehLZ3It8,2018-01-06,2018-01-05,19862,199,12,13,False,False,Entertainment,MX,2,Friday,False
2516,Xs9wOCJZBME,2018-01-07,2018-01-05,95765,7614,677,5294,False,False,Science & Technology,FR,6,Friday,False
2517,1TmhIIn8pxs,2018-01-06,2018-01-05,1089594,32288,1859,5804,False,False,Howto & Style,RU,11,Friday,False
2518,6_Abx205F5o,2018-01-07,2018-01-05,366094,25819,207,3723,False,False,Comedy,CA,2,Friday,False
2519,NJAtY43vsl8,2018-01-09,2018-01-05,2985521,37345,2946,2451,False,False,Entertainment,US,5,Friday,False
2520,tegx7KXs49c,2018-01-06,2018-01-05,19167,1187,3,184,False,False,Comedy,KR,1,Friday,False
2521,rSoMWY5iDAw,2018-01-09,2018-01-05,350504,15127,510,1874,False,False,Entertainment,IN,11,Friday,False
2523,RVpcL0nL7iE,2018-01-09,2018-01-05,2629,35,2,4,False,False,Sports,US,1,Friday,False
2524,Um62z4gN8M8,2018-01-07,2018-01-05,65522,280,88,41,False,False,Entertainment,IN,2,Friday,False
2525,B7kd203N2L0,2018-01-07,2018-01-05,43186,2741,103,731,False,False,Entertainment,FR,11,Friday,False
2526,IpHyyPeubpo,2018-01-06,2018-01-05,216228,21311,884,3697,False,False,Howto & Style,RU,9,Friday,False
2527,cCeJzvG2mKk,2018-01-08,2018-01-05,68091,251,67,69,False,False,Entertainment,KR,3,Friday,False
2528,sZZ9YZ_odlc,2018-01-06,2018-01-05,65208,2407,36,304,False,False,Autos & Vehicles,DE,26,Friday,False
2529,O-kuXJ3CveE,2018-01-06,2018-01-05,4265,862,7,57,False,False,Howto & Style,FR,11,Friday,False
2530,lqg-4TpReo4,2018-01-07,2018-01-05,95053,9298,55,794,False,False,Science & Technology,FR,17,Friday,False
2531,ZpRbvzwsvq8,2018-01-06,2018-01-05,162820,734,142,20,False,False,News & Politics,IN,2,Friday,False
2532,B8-hdDXyAQQ,2018-01-06,2018-01-05,5466,291,10,35,False,False,Education,DE,29,Friday,False
2533,zst9oysIiSs,2018-01-06,2018-01-05,11207,796,16,179,False,False,People & Blogs,MX,26,Friday,False
2534,ueI5bmd3W3w,2018-01-06,2018-01-05,347229,1940,255,495,False,False,Entertainment,CA,90,Friday,False
2535,mzRqIPVmyg8,2018-01-07,2018-01-05,793524,4603,292,246,False,False,Entertainment,IN,6,Friday,False
2536,FQNv11_SkSk,2018-01-06,2018-01-05,17754,766,13,135,False,False,News & Politics,RU,2,Friday,False
2537,6x5lWHYWeA4,2018-01-06,2018-01-05,22173,23,4,17,False,False,Film & Animation,CA,45,Friday,False
2538,wgY8uxcuK4w,2018-01-06,2018-01-05,25351,157,27,46,False,False,News & Politics,FR,35,Friday,False
2539,ybSXhkWeBnQ,2018-01-07,2018-01-05,530263,3441,391,879,False,False,Entertainment,KR,42,Friday,False
2540,yom-1SU8wgk,2018-01-06,2018-01-05,7062,238,9,33,False,False,Education,DE,4,Friday,False
2541,nTo8DU6-ULA,2018-01-06,2018-01-05,28605,152,53,14,False,False,News & Politics,RU,5,Friday,False
2542,ks5Y3xGzjXc,2018-01-06,2018-01-05,24280,67,16,10,False,False,Entertainment,DE,11,Friday,False
2543,0PYMudwOSMs,2018-01-06,2018-01-05,6276,348,6,35,False,False,Sports,DE,15,Friday,False
2544,h0gpH0aexdg,2018-01-06,2018-01-05,6200,99,5,18,False,False,Sports,MX,1,Friday,False
2545,90ZmjoLI8f0,2018-01-07,2018-01-05,21127,747,42,100,False,False,Entertainment,DE,4,Friday,False
2546,yhArCHGStNc,2018-01-06,2018-01-05,24077,1916,111,962,False,False,Howto & Style,FR,14,Friday,False
2547,Y8MIJlisUDQ,2018-01-09,2018-01-05,198636,0,0,260,False,True,Comedy,KR,14,Friday,False
2548,00s_1kNyydk,2018-01-06,2018-01-05,11429,105,18,125,False,False,People & Blogs,MX,72,Friday,False
2549,q9JJVoczm8Y,2018-01-07,2018-01-05,28743,420,33,95,False,False,News & Politics,MX,21,Friday,False
2550,cM_JCwTRZSo,2018-01-08,2018-01-05,363638,17595,419,4390,False,False,Entertainment,CA,14,Friday,False
2551,WIkBvAmXyGU,2018-01-08,2018-01-05,24047,264,20,125,False,False,Entertainment,US,4,Friday,False
2552,I91_BlxG0sg,2018-01-05,2018-01-05,8495,1200,20,151,False,False,Entertainment,MX,6,Friday,False
2554,ntDCmFW_l1o,2018-01-06,2018-01-05,88813,6082,129,891,False,False,Autos & Vehicles,RU,14,Friday,False
2555,VnDwvHCjQGk,2018-01-06,2018-01-05,703401,11074,856,717,False,False,Howto & Style,IN,12,Friday,False
2556,aU2jn-twVIc,2018-01-07,2018-01-05,163791,15776,555,1562,False,False,Science & Technology,RU,11,Friday,False
2557,z7szCbj1jv4,2018-01-07,2018-01-05,87472,4296,61,307,False,False,Film & Animation,MX,52,Friday,False
2558,CDueixKDFwY,2018-01-06,2018-01-05,100708,249,27,29,False,False,Entertainment,KR,6,Friday,False
2559,Pv8oQKLpypE,2018-01-06,2018-01-05,189043,11261,77,3852,False,False,People & Blogs,CA,7,Friday,False
2560,biv-EMDhtXM,2018-01-07,2018-01-05,277317,7864,468,853,False,False,Entertainment,IN,11,Friday,False
2561,2eUalcqUKHk,2018-01-08,2018-01-05,62945,528,35,588,False,False,News & Politics,KR,3,Friday,False
2562,4lTEnCPWhCU,2018-01-07,2018-01-06,25795,3320,15,721,False,False,Entertainment,FR,8,Saturday,True
2563,1GuLZmam9cg,2018-01-08,2018-01-06,162634,1512,170,53,False,False,People & Blogs,CA,1,Saturday,True
2564,TDrrpcPkvgk,2018-01-07,2018-01-06,28096,293,10,53,False,False,People & Blogs,MX,11,Saturday,True
2565,l9BGsZ48Kxc,2018-01-08,2018-01-06,76587,3304,48,567,False,False,Education,IN,39,Saturday,True
2566,awoSQooGpLc,2018-01-07,2018-01-06,976260,60751,676,4224,False,False,Sports,MX,5,Saturday,True
2568,KZkDSdap9HM,2018-01-08,2018-01-06,29361,236,9,197,False,False,Sports,CA,6,Saturday,True
2569,Vhwp3iL2zSM,2018-01-07,2018-01-06,34235,403,30,101,False,False,Entertainment,DE,3,Saturday,True
2570,EiFbLVjqI_M,2018-01-07,2018-01-06,11873,1294,11,0,True,False,Education,FR,3,Saturday,True
2571,jMtP2oepUNM,2018-01-07,2018-01-06,108410,974,74,0,True,False,News & Politics,CA,14,Saturday,True
2573,QEFseN8EuGE,2018-01-08,2018-01-06,110665,9144,500,8970,False,False,Entertainment,DE,11,Saturday,True
2574,uoe12CfJZy4,2018-01-09,2018-01-06,284214,660,105,1377,False,False,Entertainment,CA,116,Saturday,True
2575,hy8SbqEc3gc,2018-01-07,2018-01-06,275059,16388,364,6182,False,False,Pets & Animals,DE,12,Saturday,True
2576,AEF6_tJyHeo,2018-01-07,2018-01-06,18347,795,9,144,False,False,Education,IN,22,Saturday,True
2577,5u60gg0rfXk,2018-01-07,2018-01-06,16432,961,8,60,False,False,Sports,DE,8,Saturday,True
2578,sLdnJo2GeT4,2018-01-07,2018-01-06,44866,2339,1489,514,False,False,News & Politics,RU,1,Saturday,True
2579,hKxsmQXfmFo,2018-01-09,2018-01-06,539805,21448,751,2319,False,False,Science & Technology,US,11,Saturday,True
2580,gDM_fj0jr9c,2018-01-07,2018-01-06,98441,5077,571,333,False,False,People & Blogs,RU,11,Saturday,True
2581,kqScSHOf4yw,2018-01-07,2018-01-06,9111,586,20,104,False,False,People & Blogs,DE,2,Saturday,True
2582,e4bTMYSgNk0,2018-01-08,2018-01-06,107553,1706,18,319,False,False,Entertainment,KR,8,Saturday,True
2583,c0XlSuprt44,2018-01-08,2018-01-06,60627,2226,181,179,False,False,Entertainment,DE,4,Saturday,True
2584,YqZZys8s2z8,2018-01-07,2018-01-06,19519,1987,21,66,False,False,Education,IN,61,Saturday,True
2585,1XwmIhZbQfM,2018-01-08,2018-01-06,153601,1342,36,399,False,False,Sports,DE,1,Saturday,True
2586,nWDa-o_4O1A,2018-01-06,2018-01-06,2207,55,1,10,False,False,Sports,RU,9,Saturday,True
2587,Lcau0ZpfHiw,2018-01-07,2018-01-06,7097,79,40,7,False,False,News & Politics,DE,2,Saturday,True
2588,KQtdknwy9os,2018-01-07,2018-01-06,66019,2801,72,812,False,False,Sports,MX,17,Saturday,True
2589,FsJJsVpUV_w,2018-01-07,2018-01-06,7634,107,18,31,False,False,People & Blogs,RU,22,Saturday,True
2591,ovsWjM0E2uA,2018-01-07,2018-01-06,466286,20236,1226,1832,False,False,Autos & Vehicles,RU,12,Saturday,True
2592,GCuFfWo-HWQ,2018-01-07,2018-01-06,425975,3051,386,647,False,False,Entertainment,DE,8,Saturday,True
2593,2zzBlkoHn2U,2018-01-08,2018-01-06,288930,9140,199,1143,False,False,Entertainment,CA,14,Saturday,True
2594,h7zgc0LYo10,2018-01-08,2018-01-06,2762928,16654,1446,5409,False,False,Entertainment,KR,101,Saturday,True
2595,tkyk9F-OK0Y,2018-01-07,2018-01-06,19671,2081,14,420,False,False,Gaming,FR,19,Saturday,True
2596,GZ5njwhquQo,2018-01-07,2018-01-06,3629,228,0,30,False,False,Entertainment,FR,4,Saturday,True
2597,dwbqp1jR0ok,2018-01-09,2018-01-06,168099,17003,596,1538,False,False,Travel & Events,FR,22,Saturday,True
2598,l1guEWmG16Q,2018-01-07,2018-01-06,20492,2290,53,737,False,False,People & Blogs,DE,12,Saturday,True
2599,ca3eYxZedD4,2018-01-12,2018-01-06,218855,7032,77,487,False,False,Gaming,US,15,Saturday,True
2600,zCdW04sG1zE,2018-01-08,2018-01-06,110142,473,252,1538,False,False,News & Politics,CA,11,Saturday,True
2601,jwGFK9hMtys,2018-01-07,2018-01-06,11476,452,23,28,False,False,People & Blogs,RU,8,Saturday,True
2603,7m2KXI28ZP0,2018-01-08,2018-01-06,87368,909,96,97,False,False,Entertainment,IN,2,Saturday,True
2604,MjLp0C5q0VU,2018-01-07,2018-01-06,2864,167,7,35,False,False,Science & Technology,FR,9,Saturday,True
2605,2aeaw4beDwI,2018-01-08,2018-01-06,142625,2701,160,120,False,False,Entertainment,IN,1,Saturday,True
2606,BVFN9if4Ztc,2018-01-08,2018-01-07,604928,20036,814,3026,False,False,Science & Technology,CA,10,Sunday,True
2607,7OWTD7F1GY4,2018-01-08,2018-01-07,187226,6940,960,2069,False,False,Education,CA,7,Sunday,True
2608,GHuz9B9l6zU,2018-01-08,2018-01-07,3939,74,0,12,False,False,Film & Animation,FR,1,Sunday,True
2609,suqecwk9pdw,2018-01-12,2018-01-07,451399,3857,422,320,False,False,Sports,US,3,Sunday,True
2610,EIVfhrjOwqs,2018-01-08,2018-01-07,7484,846,16,49,False,False,Film & Animation,FR,12,Sunday,True
2611,EuNOaH0wq0k,2018-01-09,2018-01-07,339918,10483,72,360,False,False,Comedy,DE,2,Sunday,True
2612,tnAHkiXyPb0,2018-01-08,2018-01-07,217570,21416,364,915,False,False,Sports,RU,9,Sunday,True
